1602624355 1 0 0 0
1607015216 2 0 0 0
1607184088 3 0 0 0
1607184540 3 0 1 0
1607186962 3 0 2 0
1607202088 4 0 2 0
1607202134 5 0 2 0
1607203964 5 1 2 0
1607222054 6 1 2 0
1607263429 6 2 2 0
1607267304 6 2 3 0
1607273923 7 2 3 0
1607280615 7 3 3 0
1607282094 8 3 3 0
1607291107 9 3 3 0
1607292371 9 3 3 1
1607292756 10 3 3 1
1607294259 10 3 4 1
1607294287 10 3 4 2
1607295479 10 3 5 2
1607295572 11 3 5 2
1607295907 12 3 5 2
1607296134 13 3 5 2
1607296233 14 3 5 2
1607296351 14 4 5 2
1607296849 14 5 5 2
1607301744 15 5 5 2
1607301818 16 5 5 2
1607303143 16 6 5 2
1607303231 16 7 5 2
1607303322 16 7 6 2
1607304631 17 7 6 2
1607305817 18 7 6 2
1607309647 19 7 6 2
1607309749 20 7 6 2
1607342618 20 8 6 2
1607342665 20 9 6 2
1607343552 20 9 7 2
1607349397 20 9 8 2
1607354300 20 10 8 2
1607354442 20 11 8 2
1607357727 20 11 8 3
1607359028 20 12 8 3
1607359888 20 13 8 3
1607374927 20 13 8 4
1607375453 20 13 8 5
1607375561 20 13 8 6
1607380766 21 13 8 6
1607381332 22 13 8 6
1607382809 22 14 8 6
1607384670 23 14 8 6
1607384960 23 14 9 6
1607385949 24 14 9 6
1607389632 24 15 9 6
1607391492 25 15 9 6
1607391590 26 15 9 6
1607397228 27 15 9 6
1607397270 28 15 9 6
1607397454 29 15 9 6
1607397468 30 15 9 6
1607397645 31 15 9 6
1607397670 32 15 9 6
1607398083 33 15 9 6
1607398102 34 15 9 6
1607398273 35 15 9 6
1607398301 36 15 9 6
1607403278 37 15 9 6
1607404544 38 15 9 6
1607405277 39 15 9 6
1607406018 40 15 9 6
1607417504 40 16 9 6
1607421448 40 17 9 6
1607426719 40 18 9 6
1607436223 40 18 9 7
1607437855 40 19 9 7
1607441447 40 19 10 7
1607441466 40 19 11 7
1607442572 41 19 11 7
1607445691 42 19 11 7
1607446452 42 19 11 8
1607448366 43 19 11 8
1607449099 44 19 11 8
1607449139 45 19 11 8
1607450143 46 19 11 8
1607450723 46 19 11 9
1607450996 46 19 11 10
1607451540 46 20 11 10
1607457453 46 20 11 11
1607457638 46 20 11 12
1607458291 47 20 11 12
1607459516 47 20 12 12
1607459544 47 20 13 12
1607460210 47 20 14 12
1607460441 48 20 14 12
1607460653 49 20 14 12
1607460857 50 20 14 12
1607462574 50 21 14 12
